record_id,country,state_emirate,city_tier,economic_zone,industry,company_size,job_category,job_title,job_level,age_group,gender,education_level,years_of_experience,employment_type,remote_work_percentage,automation_risk_score,ai_augmentation_potential,ai_exposure_index,task_automation_percentage,ai_collaboration_score,company_ai_adoption_level,ai_tool_usage_frequency,generative_ai_usage,ai_implementation_year,job_transformation_stage,primary_skill_type,technical_skill_score,soft_skill_score,digital_literacy_score,ai_literacy_score,skill_gap_index,reskilling_urgency_score,annual_training_hours,employer_training_investment_usd,certifications_held,annual_salary_usd,salary_growth_rate_yoy,job_security_index,job_displacement_probability,career_growth_potential,new_role_emergence_score,productivity_index,productivity_change_with_ai,labor_market_demand_index,wage_premium_for_ai_skills,observation_year,demand_forecast_2025,demand_forecast_2030,estimated_years_to_significant_automation,workforce_transition_timeline,projected_salary_2030_usd,ai_anxiety_level,ai_optimism_level,reskilling_willingness,technology_acceptance_score,job_satisfaction_score,work_life_balance_score,ai_benefit_perception,career_pivot_consideration,company_ai_investment_millions,department,team_size,ai_tools_available_count,organizational_ai_culture_score
724,UAE,Abu Dhabi,Major,Administrative,Energy & Utilities,Large,Engineering & Technical,QA Engineer,Mid,25-34,Male,Bachelor,11,Full-time,37,58.1,77.1,100.0,38.9,66.9,57.1,Monthly,True,2017,Optimized,Technical,61.8,60.3,59.4,100.0,20.8,28.3,88,14801.77,3,98102,3.7,63.0,55.5,100.0,74.7,122.8,13.5,64.0,35.7,2028,Stable,Growing,9,Medium-term (3-5yr),122717,3,3,4,81.6,74.8,68.4,Negative,False,1068.92,Sales,54,11,62.1
725,India,Bihar,Tier 3,Mixed,Retail & E-commerce,Medium,Creative & Design,Creative Director,Senior,45-54,Male,Associate,25,Full-time,23,28.0,100.0,83.5,2.0,81.2,57.6,Rarely,False,2023,Pre-AI,Creative,84.4,78.4,88.4,48.0,32.1,18.8,60,2071.37,6,32659,20.2,73.5,15.9,64.1,81.2,127.5,34.5,68.4,27.3,2029,Declining,Stable,17,Medium-term (3-5yr),38477,3,3,4,79.0,95.8,48.2,Positive,False,30.71,Operations,40,3,51.1
726,India,Karnataka,Tier 1,Tech Hub,Education,Enterprise,Human Resources,HR Business Partner,Junior,25-34,Male,Associate,6,Full-time,8,31.2,100.0,76.8,30.1,76.4,93.0,Weekly,True,2020,AI-Native,Interpersonal,37.8,66.3,49.6,26.7,50.9,43.9,130,15767.45,3,14012,13.1,70.8,26.6,68.3,57.7,120.4,48.0,89.1,5.6,2020,High Growth,Stable,18,Long-term (5-10yr),11142,5,4,4,72.8,76.9,45.7,Positive,False,2265.31,Administration,124,7,99.9
727,India,Chhattisgarh,Tier 3,Industrial,Finance & Banking,Medium,Customer Service,Customer Experience Analyst,Mid,35-44,Female,Bachelor,15,Full-time,2,59.8,91.0,61.4,46.0,89.9,39.0,Monthly,True,2026,Pre-AI,Interpersonal,82.5,95.2,46.2,53.7,53.9,57.7,63,2118.97,3,22201,6.0,46.7,34.3,98.0,71.0,136.4,31.9,80.1,32.8,2026,Stable,Growing,9,Long-term (5-10yr),23739,3,3,4,82.3,57.1,53.5,Positive,True,18.3,Engineering,29,4,42.5
728,India,Karnataka,Tier 1,Tech Hub,Media & Entertainment,Enterprise,Customer Service,Help Desk Analyst,Junior,35-44,Male,Associate,10,Full-time,61,64.6,96.6,49.4,55.9,96.6,88.5,Hourly,True,2016,Early Adoption,Interpersonal,55.2,76.3,56.6,50.8,56.8,46.1,88,13708.98,3,18194,5.7,61.2,46.2,89.2,74.1,115.6,29.5,79.2,18.4,2027,High Growth,Stable,15,Medium-term (3-5yr),21803,5,4,4,92.5,40.5,73.9,Positive,False,2725.66,Legal,227,12,98.6
729,India,Chhattisgarh,Tier 3,Industrial,Education,Startup,Human Resources,Recruiter,Senior,45-54,Female,Bachelor,27,Full-time,46,43.2,100.0,78.8,34.0,75.8,61.1,Weekly,True,2021,Optimized,Interpersonal,91.7,100.0,100.0,54.1,19.1,12.3,81,1192.84,7,32402,8.4,66.9,12.5,86.4,71.7,147.8,56.7,78.6,27.0,2021,Stable,Declining,9,Stable,39417,4,3,5,87.7,81.3,68.3,Neutral,False,0.71,Design,7,8,63.6
730,India,Maharashtra,Tier 1,Financial Center,Manufacturing,Medium,Administrative & Support,Office Manager,Mid,25-34,Female,Doctorate,8,Freelance,34,72.4,100.0,84.5,70.5,80.1,60.4,Monthly,True,2020,Early Adoption,Interpersonal,72.2,81.5,81.2,68.3,44.0,52.5,47,3225.62,2,35616,6.1,54.0,26.0,100.0,72.3,108.3,54.3,56.7,35.0,2021,Stable,Stable,7,Long-term (5-10yr),47565,4,3,5,76.2,64.1,72.4,Neutral,True,14.63,Data Science,59,6,65.8
731,India,Tamil Nadu,Tier 1,Tech Hub,Technology,Enterprise,Finance & Accounting,Treasury Analyst,Entry,65+,Male,Bachelor,40,Contract,65,28.9,100.0,76.3,36.5,82.8,90.3,Never,False,2027,Scaling,Analytical,77.4,74.1,88.5,47.7,24.0,5.7,81,14867.26,8,25118,13.5,66.4,28.9,83.6,68.0,146.5,68.6,100.0,17.9,2028,Growing,Growing,18,Long-term (5-10yr),28771,4,3,1,75.5,70.0,30.5,Very Positive,False,2506.35,Marketing,221,9,93.7
732,India,Madhya Pradesh,Tier 2,Industrial,Transportation & Logistics,Enterprise,Research & Development,Patent Analyst,Mid,25-34,Male,Professional,7,Full-time,41,63.0,95.8,71.8,50.5,90.9,82.7,Daily,True,2015,AI-Native,Technical,79.1,86.9,83.6,60.0,39.2,44.5,99,15454.25,2,20772,6.0,51.2,42.5,97.3,53.6,122.1,36.0,43.2,30.7,2020,Stable,Declining,2,Medium-term (3-5yr),27833,2,4,3,86.6,42.3,42.6,Neutral,True,3128.74,Data Science,105,13,79.2
733,India,Punjab,Tier 2,Mixed,Government & Public Sector,Medium,Research & Development,Lab Technician,Entry,45-54,Female,Bachelor,23,Full-time,59,67.7,94.9,68.9,71.7,88.5,54.8,Never,True,2026,Scaling,Technical,58.7,81.7,56.9,61.0,38.6,48.0,73,2968.89,5,16999,1.9,43.5,28.5,68.6,76.2,111.9,31.5,74.6,12.9,2026,High Growth,Stable,9,Immediate,19801,5,3,4,91.1,50.0,49.3,Neutral,True,8.54,Administration,58,4,57.4
734,India,Tamil Nadu,Tier 1,Tech Hub,Energy & Utilities,Large,Administrative & Support,Administrative Assistant,Mid,25-34,Male,Master,5,Freelance,15,94.6,72.1,75.2,61.7,57.2,84.4,Monthly,True,2021,Early Adoption,Interpersonal,74.5,78.2,83.2,49.1,37.6,56.0,80,5803.39,2,31661,6.6,40.0,75.7,93.4,54.7,109.0,13.5,55.6,16.5,2026,Stable,Declining,7,Immediate,35234,4,2,4,77.9,55.4,30.7,Very Negative,False,152.91,Administration,46,11,99.9
735,India,Maharashtra,Tier 1,Financial Center,Technology,Medium,Data & Analytics,Machine Learning Engineer,Entry,25-34,Male,Bachelor,0,Full-time,0,16.3,96.3,90.0,4.3,69.2,78.1,Daily,False,2022,Scaling,Analytical,50.7,58.2,44.9,49.8,57.6,40.4,53,2905.05,1,13858,7.9,87.6,21.7,100.0,67.7,126.2,65.4,100.0,18.9,2022,High Growth,Stable,15,Medium-term (3-5yr),12842,3,3,4,89.2,92.6,60.9,Positive,False,52.59,Design,57,12,81.5
736,UAE,Sharjah,Secondary,Industrial,Education,Enterprise,Sales & Marketing,Marketing Manager,Manager,25-34,Male,Doctorate,18,Full-time,51,14.6,100.0,86.1,7.4,68.9,100.0,Daily,True,2024,Scaling,Managerial,100.0,100.0,100.0,71.6,0.0,0.0,134,25000.0,3,122584,7.1,78.3,37.1,81.5,66.0,114.8,15.2,83.8,28.7,2024,Stable,High Growth,15,Stable,113979,2,5,3,100.0,79.5,64.7,Negative,False,4932.27,Research,245,16,93.4
737,India,Telangana,Tier 1,Tech Hub,Transportation & Logistics,Small,Human Resources,Compensation Analyst,Mid,25-34,Male,Bachelor,6,Part-time,38,48.6,100.0,46.5,32.3,80.6,30.6,Never,False,2020,Pre-AI,Interpersonal,66.2,79.3,83.5,45.3,33.7,45.2,59,0.0,1,23090,7.3,24.6,41.1,80.2,46.1,148.5,34.3,49.5,15.4,2028,Stable,Stable,15,Long-term (5-10yr),24503,2,3,4,98.8,73.4,66.6,Very Negative,False,1.59,Design,24,5,61.4
738,India,Uttar Pradesh,Tier 2,Mixed,Education,Large,Creative & Design,UI Designer,Senior,35-44,Male,Master,15,Full-time,70,29.9,97.0,78.5,25.5,82.9,76.2,Never,True,2019,Scaling,Creative,87.0,80.8,100.0,44.7,22.7,19.2,61,7350.64,4,31386,4.8,61.9,23.2,80.7,64.5,127.5,63.2,81.9,11.1,2026,Growing,High Growth,14,Stable,38212,2,2,4,85.1,69.0,71.6,Very Negative,False,484.9,Legal,107,10,58.0
739,India,Rajasthan,Tier 2,Mixed,Transportation & Logistics,Small,Engineering & Technical,Cloud Architect,Mid,18-24,Female,Associate,0,Full-time,17,14.2,100.0,100.0,29.2,78.4,40.2,Never,False,2015,Optimized,Technical,81.5,39.7,44.6,55.2,32.1,39.0,75,1901.91,3,13473,10.3,66.3,17.6,89.6,91.6,125.9,73.6,100.0,26.7,2023,Stable,Stable,14,Short-term (1-2yr),16794,2,4,4,93.3,63.6,12.0,Negative,False,0.68,Design,23,2,49.4
740,India,Maharashtra,Tier 1,Financial Center,Technology,Large,Operations & Logistics,Distribution Manager,Senior,25-34,Female,High School,6,Full-time,10,60.6,100.0,72.6,51.4,81.5,97.8,Monthly,True,2025,Early Adoption,Manual,60.3,49.7,80.1,47.3,39.9,44.3,83,8346.36,2,54195,7.9,54.4,24.8,99.3,60.5,134.9,31.9,86.0,15.4,2026,Growing,Growing,12,Medium-term (3-5yr),55334,3,2,4,93.4,60.3,47.3,Neutral,True,233.44,Marketing,37,9,93.3
741,India,Madhya Pradesh,Tier 2,Industrial,Technology,Startup,Engineering & Technical,Software Engineer,Senior,25-34,Male,Master,7,Freelance,40,0.0,100.0,71.7,0.0,77.5,71.4,Daily,False,2024,Optimized,Technical,88.4,81.7,88.6,82.4,4.8,0.0,87,411.57,2,35377,15.2,85.3,0.0,100.0,89.9,107.3,63.7,83.2,28.1,2024,High Growth,Growing,16,Immediate,33598,2,4,3,100.0,73.0,47.8,Positive,False,0.69,Legal,7,8,81.7
742,UAE,Sharjah,Secondary,Industrial,Energy & Utilities,Enterprise,Operations & Logistics,Distribution Manager,Mid,25-34,Female,Bachelor,9,Full-time,51,52.0,83.8,71.2,43.2,69.2,86.7,Weekly,False,2028,AI-Native,Manual,50.5,54.7,64.4,61.9,28.8,31.4,99,25000.0,3,68516,3.0,42.7,32.1,100.0,65.0,115.5,15.0,91.1,36.3,2029,Growing,Stable,8,Medium-term (3-5yr),92257,4,2,5,90.9,69.6,65.8,Negative,False,4530.58,Design,56,8,89.5
743,India,Tamil Nadu,Tier 1,Tech Hub,Healthcare,Small,Sales & Marketing,Account Manager,Entry,25-34,Male,Doctorate,4,Freelance,36,18.2,100.0,85.6,17.0,100.0,58.7,Rarely,False,2022,AI-Native,Interpersonal,67.4,83.4,74.1,44.4,36.1,18.9,65,1076.29,0,16331,7.3,71.3,54.4,87.0,81.3,128.0,51.1,78.5,14.2,2026,High Growth,Growing,16,Long-term (5-10yr),18244,2,5,4,79.3,51.6,51.4,Negative,False,3.05,Design,23,8,55.4
744,UAE,Dubai,Major,Financial Center,Transportation & Logistics,Large,Operations & Logistics,Distribution Manager,Senior,45-54,Male,Bachelor,31,Full-time,12,58.1,70.6,89.3,51.0,75.3,63.5,Daily,True,2019,Pre-AI,Manual,79.8,100.0,91.3,74.2,14.2,23.2,51,16176.84,8,127822,8.6,45.5,39.3,82.8,60.8,137.9,36.1,57.8,26.6,2024,Stable,Stable,9,Short-term (1-2yr),132571,4,4,4,77.0,81.4,84.7,Negative,True,213.14,Research,46,2,94.1
745,UAE,Dubai,Major,Financial Center,Technology,Large,Data & Analytics,Statistician,Mid,25-34,Female,Bachelor,7,Full-time,45,17.6,100.0,91.4,24.0,89.8,100.0,Weekly,False,2024,Early Adoption,Analytical,82.7,78.7,79.8,49.1,8.9,11.7,98,19822.98,2,100836,11.7,58.3,28.3,85.2,63.9,109.7,69.9,94.2,32.9,2027,Growing,High Growth,17,Long-term (5-10yr),97286,3,4,4,98.8,73.9,63.1,Neutral,False,340.42,Operations,36,16,90.0
746,UAE,Abu Dhabi,Major,Administrative,Media & Entertainment,Small,Operations & Logistics,Warehouse Manager,Mid,25-34,Male,Master,5,Full-time,69,62.5,63.9,67.7,69.4,39.9,41.7,Weekly,False,2020,Optimized,Manual,86.0,62.3,66.8,29.6,51.3,50.9,75,3259.09,2,89222,6.1,42.2,36.4,99.2,56.6,127.6,6.3,78.8,23.6,2028,Stable,Declining,10,Long-term (5-10yr),128979,5,3,5,100.0,63.0,49.7,Positive,False,5.81,Sales,12,9,40.9
747,India,Tamil Nadu,Tier 1,Tech Hub,Healthcare,Medium,Operations & Logistics,Operations Analyst,Lead,35-44,Male,Master,22,Freelance,40,39.6,90.8,75.1,30.8,91.8,69.0,Monthly,True,2017,Optimized,Manual,84.5,100.0,100.0,59.5,12.0,9.1,16,1980.81,5,74339,8.2,59.4,27.4,100.0,60.7,122.7,54.2,60.8,16.3,2025,Growing,High Growth,12,Medium-term (3-5yr),70662,3,3,4,98.7,67.4,59.1,Neutral,False,46.28,Human Resources,35,4,83.5
748,India,Telangana,Tier 1,Tech Hub,Finance & Banking,Medium,Human Resources,HR Coordinator,Junior,25-34,Female,Bachelor,2,Full-time,50,76.2,100.0,67.8,49.8,87.6,65.7,Daily,True,2024,Scaling,Interpersonal,62.6,77.8,59.9,30.8,47.0,54.4,26,2122.6,4,18847,-3.5,29.2,79.3,100.0,64.5,91.2,23.6,74.8,25.6,2026,Declining,Declining,12,Medium-term (3-5yr),18848,3,2,3,94.3,56.1,53.3,Neutral,False,8.44,Data Science,47,6,62.1
749,India,Karnataka,Tier 1,Tech Hub,Energy & Utilities,Enterprise,Creative & Design,Graphic Designer,Junior,35-44,Male,Associate,20,Full-time,12,31.0,100.0,86.9,20.9,86.6,86.8,Monthly,False,2015,Scaling,Creative,54.0,43.5,51.7,45.0,73.7,58.2,158,15501.67,5,25211,3.6,75.1,17.0,87.3,97.3,121.2,63.2,66.0,20.3,2026,Growing,Stable,11,Long-term (5-10yr),32271,5,3,4,89.5,70.7,68.4,Neutral,True,955.88,Sales,180,10,80.1
750,India,Maharashtra,Tier 1,Financial Center,Technology,Startup,Human Resources,Talent Acquisition Lead,Junior,25-34,Male,Master,7,Gig,38,37.9,86.3,100.0,21.1,70.6,71.2,Monthly,False,2022,Scaling,Interpersonal,51.2,80.6,83.2,58.0,53.8,39.0,80,1438.14,2,24482,15.7,63.0,33.9,100.0,55.0,112.0,37.4,78.2,19.0,2025,Stable,Growing,13,Immediate,28480,4,4,3,100.0,68.8,58.7,Positive,True,0.51,Engineering,1,13,70.3
751,India,Maharashtra,Tier 1,Financial Center,Retail & E-commerce,Startup,Operations & Logistics,Fleet Manager,Junior,25-34,Male,Professional,4,Full-time,47,65.2,100.0,83.2,63.0,72.1,38.0,Rarely,False,2021,Early Adoption,Manual,70.7,64.1,93.1,38.7,25.2,52.8,41,518.36,0,18774,6.2,59.1,43.0,59.2,63.9,144.4,5.5,59.5,19.2,2021,Declining,High Growth,9,Long-term (5-10yr),22874,3,2,4,100.0,48.2,51.1,Very Negative,False,0.46,Design,5,8,47.3
752,India,Karnataka,Tier 1,Tech Hub,Agriculture,Medium,Sales & Marketing,Account Manager,Junior,25-34,Male,Associate,0,Freelance,17,31.9,76.1,79.3,40.7,63.2,49.7,Never,False,2016,Optimized,Interpersonal,40.6,54.9,72.7,58.0,37.0,35.5,28,2772.64,1,11004,10.0,61.8,20.3,99.1,75.9,97.8,41.3,56.2,28.2,2020,Growing,Growing,15,Short-term (1-2yr),10131,2,2,4,100.0,82.4,54.4,Neutral,False,14.13,Research,51,11,57.7
753,India,Maharashtra,Tier 1,Financial Center,Retail & E-commerce,Large,Engineering & Technical,QA Engineer,Manager,25-34,Male,Bachelor,17,Full-time,51,59.2,100.0,100.0,48.1,96.5,72.0,Daily,False,2026,Scaling,Managerial,100.0,100.0,100.0,99.7,2.4,13.6,77,6017.78,3,70222,1.3,64.7,57.4,98.7,86.4,150.0,62.0,56.9,43.3,2027,Growing,Stable,8,Long-term (5-10yr),89589,3,3,2,100.0,52.7,39.8,Positive,False,319.9,Administration,99,10,71.7
754,India,Uttarakhand,Tier 2,Mixed,Technology,Small,Engineering & Technical,Network Engineer,Mid,25-34,Female,High School,8,Full-time,35,26.8,93.2,66.2,30.7,89.0,54.4,Weekly,True,2015,Optimized,Technical,51.0,52.3,59.6,16.9,71.8,48.5,33,1199.83,1,25393,9.7,72.6,5.0,78.2,47.4,110.6,66.3,59.4,6.8,2027,High Growth,Growing,8,Stable,27157,3,3,2,73.0,87.6,72.8,Very Positive,True,3.0,Finance,18,7,47.4
755,India,Tamil Nadu,Tier 1,Tech Hub,Transportation & Logistics,Small,Sales & Marketing,SEO Specialist,Senior,35-44,Male,Bachelor,24,Full-time,34,56.1,68.3,49.3,43.9,77.9,47.0,Never,False,2015,Scaling,Interpersonal,74.9,97.0,100.0,51.3,26.8,37.3,26,1249.05,4,41079,12.8,54.3,22.1,78.5,51.4,132.0,15.4,82.5,20.7,2020,Stable,Declining,5,Immediate,47233,3,3,4,94.5,69.6,92.3,Very Positive,True,1.08,Research,22,7,46.4
756,India,Tamil Nadu,Tier 1,Tech Hub,Technology,Small,Engineering & Technical,Software Engineer,Mid,35-44,Male,Bachelor,13,Full-time,15,8.6,100.0,97.7,7.7,67.6,78.1,Monthly,True,2017,Optimized,Technical,94.4,61.3,96.5,61.4,3.5,5.5,60,403.21,2,32167,12.7,88.9,18.0,71.2,75.5,144.1,52.6,87.9,24.6,2020,Stable,High Growth,20,Medium-term (3-5yr),30051,4,3,4,93.0,75.1,77.4,Positive,False,3.74,Marketing,14,4,73.4
757,UAE,Abu Dhabi,Major,Administrative,Technology,Enterprise,Data & Analytics,Quantitative Analyst,Entry,45-54,Male,Bachelor,20,Full-time,82,22.7,100.0,84.0,19.5,89.5,95.9,Weekly,True,2025,Optimized,Analytical,82.8,59.8,74.5,75.5,31.1,30.0,133,25000.0,6,71630,12.0,71.2,17.6,73.8,96.8,110.8,56.8,72.2,23.4,2025,Growing,High Growth,17,Long-term (5-10yr),76550,5,4,3,86.5,86.4,69.5,Positive,False,5000.0,Design,231,8,100.0
758,UAE,Sharjah,Secondary,Industrial,Finance & Banking,Medium,Data & Analytics,Data Analyst,Senior,18-24,Male,Master,4,Full-time,44,41.2,100.0,81.5,20.8,88.6,82.5,Weekly,False,2018,Scaling,Analytical,100.0,73.6,96.7,79.0,0.0,16.3,46,5311.81,3,103956,10.2,50.0,33.8,100.0,76.8,147.3,28.9,69.9,28.0,2020,Stable,High Growth,14,Long-term (5-10yr),118749,2,5,4,99.8,73.7,67.8,Positive,False,50.94,Sales,8,4,74.6
759,UAE,Fujairah,Secondary,Industrial,Finance & Banking,Large,Engineering & Technical,Software Engineer,Junior,45-54,Female,Bachelor,18,Full-time,45,9.3,89.9,94.4,10.2,53.8,83.5,Daily,False,2021,Early Adoption,Technical,76.8,72.5,74.6,77.7,29.5,34.4,101,18040.42,6,68294,9.9,89.8,9.6,100.0,72.9,129.1,60.6,65.3,36.5,2021,High Growth,Growing,17,Medium-term (3-5yr),56043,3,4,3,91.1,60.7,30.1,Very Positive,False,1318.54,Human Resources,16,13,81.9
760,India,Puducherry,Tier 3,Mixed,Education,Medium,Administrative & Support,Data Entry Clerk,Senior,45-54,Female,Bachelor,21,Full-time,34,82.0,90.9,57.5,68.8,82.3,49.3,Never,True,2019,Optimized,Interpersonal,84.3,85.8,72.8,77.6,23.3,39.4,63,1075.96,5,30813,11.9,45.2,57.0,78.2,54.4,127.9,50.3,65.0,36.4,2026,Stable,Stable,7,Immediate,38865,5,3,3,70.2,89.6,56.6,Neutral,False,10.94,Engineering,33,2,29.2
761,UAE,Dubai,Major,Financial Center,Media & Entertainment,Large,Research & Development,Patent Analyst,Executive,35-44,Female,Bachelor,31,Full-time,36,57.8,100.0,96.4,70.2,68.2,91.8,Monthly,True,2018,Optimized,Technical,99.0,100.0,100.0,95.0,0.0,23.4,107,18958.68,7,327799,5.6,64.7,36.5,89.3,74.7,132.0,35.7,48.5,29.1,2026,High Growth,Declining,3,Stable,477153,3,4,3,94.2,58.4,84.6,Positive,False,1170.88,Data Science,94,8,89.5
762,India,West Bengal,Tier 1,Mixed,Retail & E-commerce,Small,Sales & Marketing,Content Strategist,Mid,25-34,Female,Master,10,Gig,32,28.2,100.0,69.6,16.9,63.2,35.6,Monthly,False,2026,Pre-AI,Interpersonal,62.5,84.9,83.9,71.5,13.9,19.7,53,661.16,2,21183,7.7,57.5,42.5,98.1,67.7,149.3,50.5,100.0,19.5,2030,Growing,Stable,14,Immediate,24455,3,3,4,86.1,96.1,36.4,Negative,False,0.93,Sales,17,5,43.2
763,India,West Bengal,Tier 1,Mixed,Energy & Utilities,Large,Sales & Marketing,SEO Specialist,Director,45-54,Male,Bachelor,40,Full-time,25,50.6,92.0,65.1,31.3,60.9,78.9,Weekly,False,2024,Early Adoption,Interpersonal,100.0,100.0,100.0,57.8,28.6,30.0,63,6705.87,8,106557,8.7,49.9,25.1,95.0,79.7,136.1,79.2,85.3,32.1,2024,Declining,High Growth,11,Long-term (5-10yr),118835,5,3,4,56.7,60.9,80.7,Positive,True,140.34,Operations,19,7,87.4
764,India,Uttar Pradesh,Tier 2,Mixed,Professional Services,Medium,Sales & Marketing,Account Manager,Entry,45-54,Female,High School,24,Full-time,23,24.1,88.6,83.0,15.1,97.0,55.0,Daily,False,2015,AI-Native,Interpersonal,56.9,45.6,65.4,36.4,33.3,22.5,62,2424.23,4,15610,10.3,59.1,37.5,65.4,74.2,147.6,60.0,87.3,15.1,2029,Stable,Declining,15,Medium-term (3-5yr),17292,4,3,2,85.1,83.2,75.6,Neutral,False,11.38,Sales,60,10,71.4
765,UAE,Dubai,Major,Financial Center,Finance & Banking,Large,Research & Development,Patent Analyst,Junior,45-54,Female,Master,23,Freelance,27,64.3,100.0,80.2,52.1,59.3,89.5,Monthly,True,2024,Optimized,Technical,84.7,59.2,77.4,62.5,41.7,51.4,98,19157.0,4,101481,7.1,59.4,41.9,80.0,58.0,120.2,8.1,80.8,27.6,2024,Growing,Growing,8,Short-term (1-2yr),120903,5,3,4,100.0,97.2,67.2,Negative,True,744.39,Administration,101,12,93.2
766,India,Odisha,Tier 2,Industrial,Finance & Banking,Medium,Human Resources,HR Business Partner,Manager,25-34,Female,Bachelor,15,Gig,19,35.7,100.0,45.8,25.6,73.7,65.3,Daily,True,2020,Early Adoption,Managerial,74.2,85.7,94.1,51.5,32.7,36.6,13,2179.13,3,63015,2.9,53.1,4.8,84.9,47.9,112.3,33.4,74.2,21.0,2020,Growing,Stable,13,Stable,57855,2,4,3,87.1,69.1,22.8,Positive,False,6.38,Human Resources,45,5,86.8
767,UAE,Ras Al Khaimah,Secondary,Industrial,Finance & Banking,Large,Research & Development,Principal Scientist,Manager,25-34,Female,Master,11,Full-time,71,16.0,100.0,93.0,23.2,76.3,78.2,Daily,False,2016,Scaling,Managerial,99.7,82.8,73.7,65.9,14.8,21.1,110,19148.21,3,166929,7.9,83.4,0.4,100.0,94.9,113.0,59.5,94.8,32.1,2020,High Growth,Stable,13,Short-term (1-2yr),164062,3,4,4,100.0,94.9,70.0,Positive,False,1013.31,Sales,102,12,67.1
768,India,Maharashtra,Tier 1,Financial Center,Manufacturing,Medium,Finance & Accounting,Tax Specialist,Mid,25-34,Male,Bachelor,3,Full-time,15,57.3,62.4,51.3,70.4,57.9,76.5,Rarely,True,2016,Optimized,Analytical,51.1,75.9,64.9,32.5,71.7,63.4,42,4129.75,1,25789,7.8,60.7,58.4,79.6,70.0,111.0,25.9,81.2,16.2,2028,Stable,Growing,10,Short-term (1-2yr),29499,5,4,3,70.2,66.8,64.1,Very Positive,False,39.18,Sales,36,9,75.7
769,UAE,Abu Dhabi,Major,Administrative,Healthcare,Large,Creative & Design,Motion Designer,Senior,35-44,Male,Master,17,Full-time,28,46.0,97.7,93.6,36.1,88.3,93.9,Rarely,True,2015,Scaling,Creative,93.9,81.5,100.0,68.6,0.0,9.9,69,19282.66,3,148484,7.1,64.1,25.8,99.0,93.0,118.5,63.9,79.3,28.1,2022,Stable,Declining,13,Stable,174425,3,3,2,100.0,64.2,50.3,Negative,False,1010.02,Research,62,8,95.8
770,India,Karnataka,Tier 1,Tech Hub,Technology,Small,Operations & Logistics,Inventory Analyst,Senior,18-24,Male,Bachelor,3,Full-time,46,76.0,87.1,70.4,61.6,88.2,69.9,Daily,True,2020,Early Adoption,Manual,77.6,100.0,100.0,54.3,24.8,31.8,2,949.37,1,58347,7.7,41.4,74.8,85.9,71.8,101.4,5.2,70.0,14.7,2028,Declining,Declining,1,Short-term (1-2yr),99140,4,2,5,96.3,53.6,81.1,Neutral,False,1.27,Finance,14,16,63.6
771,India,Karnataka,Tier 1,Tech Hub,Technology,Medium,Engineering & Technical,Embedded Systems Engineer,Director,25-34,Male,Master,20,Full-time,26,27.7,100.0,100.0,17.9,93.2,75.5,Rarely,True,2024,Scaling,Technical,100.0,81.9,100.0,87.4,9.3,16.7,58,3304.28,4,154452,10.8,83.3,9.0,79.1,72.8,134.9,29.6,80.0,36.0,2024,Growing,High Growth,12,Long-term (5-10yr),157298,2,4,4,100.0,79.6,62.6,Positive,False,46.51,Engineering,13,10,61.0
772,India,Rajasthan,Tier 2,Mixed,Retail & E-commerce,Medium,Operations & Logistics,Operations Analyst,Entry,65+,Male,Master,39,Freelance,10,48.8,100.0,100.0,31.8,74.2,45.1,Weekly,False,2020,Early Adoption,Manual,90.1,92.0,100.0,47.7,19.0,31.6,23,2441.83,9,25836,1.3,68.0,63.5,45.3,76.8,142.0,37.0,85.2,24.0,2020,Declining,Declining,15,Medium-term (3-5yr),29174,5,3,3,79.0,68.3,71.6,Positive,False,24.38,Engineering,38,14,42.2
773,India,Karnataka,Tier 1,Tech Hub,Retail & E-commerce,Startup,Engineering & Technical,DevOps Engineer,Senior,55-64,Male,High School,37,Gig,26,31.0,84.9,79.7,39.6,78.4,71.8,Never,True,2025,Early Adoption,Technical,100.0,79.3,100.0,69.6,16.7,15.5,43,321.7,7,51060,6.6,79.1,28.3,61.4,59.8,137.3,42.1,86.4,33.6,2025,High Growth,Declining,15,Short-term (1-2yr),61196,3,4,4,69.0,85.4,78.9,Positive,False,0.44,Human Resources,2,5,79.9
774,UAE,Dubai,Major,Financial Center,Media & Entertainment,Small,Customer Service,Customer Success Manager,Mid,35-44,Male,Master,15,Full-time,53,31.6,91.8,91.2,49.5,96.4,72.1,Rarely,True,2023,Scaling,Interpersonal,85.4,90.9,88.8,58.7,18.2,22.1,59,1175.8,5,96340,10.1,70.9,39.4,83.1,68.3,150.0,57.1,76.3,21.7,2027,High Growth,Stable,11,Stable,111727,1,5,4,80.3,77.3,56.5,Positive,True,12.86,Administration,19,9,80.5
775,India,Rajasthan,Tier 2,Mixed,Retail & E-commerce,Medium,Customer Service,Call Center Agent,Lead,35-44,Male,Master,17,Full-time,12,82.4,100.0,60.0,70.4,91.7,62.1,Weekly,True,2023,Early Adoption,Interpersonal,85.2,100.0,82.8,55.0,36.9,47.8,34,3483.15,3,47424,4.8,38.0,63.5,100.0,73.0,149.7,40.2,41.1,17.9,2023,High Growth,Declining,7,Immediate,63989,4,3,3,84.2,84.4,86.0,Positive,True,12.01,Legal,10,7,60.3
